gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	transcript_ID
g11648.t1	3558.595352	-1.196941417	0.316398386	-3.783019986	0.000154937	0.00099928	5069	1657	2117	2398	6684	3684	3070	2956	2289	4622	1619	5205	2330	4081	sp	Q9BXM7	PINK1_HUMAN	38.514	444	225	11	673	1998	179	576	3.95E-83	276	Phel_contig_2030
g11649.t1	369.9284991	-1.296503786	0.353061171	-3.672178912	0.000240491	0.0014433	187	484	194	227	397	428	482	240	211	177	190	717	756	292	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Phel_contig_17377
g11852.t1	1079.833519	-1.799459678	0.379485838	-4.741836181	2.12E-06	2.47E-05	457	2502	886	609	992	998	1103	505	402	591	473	1475	646	1902	sp	Q6NZJ6	IF4G1_MOUSE	40.905	1039	495	32	1927	4806	597	1595	8.50E-172	569	Phel_contig_1074
g11852.t2	1332.883781	-1.555467686	0.31046087	-5.010189156	5.44E-07	7.38E-06	856	2236	1153	713	2150	1098	1059	521	697	1026	743	1971	867	2242	sp	Q6NZJ6	IF4G1_MOUSE	40.905	1039	495	32	1924	4803	597	1595	8.37E-172	569	Phel_contig_1074
g11856.t1	113.3133245	1.241791418	0.312186042	3.977728829	6.96E-05	0.000511236	101	76	211	201	29	39	48	191	148	169	202	48	259	40	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.31E-49	167	Phel_contig_6927
g11861.t1	726.8820591	-1.278872701	0.13525014	-9.455610908	3.21E-21	7.22E-19	764	685	413	599	1149	844	646	533	463	455	519	1153	731	838	sp	Q8BZ20	PAR12_MOUSE	30.648	633	352	23	535	2286	93	687	3.14E-82	280	Phel_contig_12085
g11876.t1	678.0022488	-1.786525448	0.289053215	-6.180610892	6.39E-10	1.87E-08	996	878	374	389	575	624	927	406	325	177	384	1005	656	825	sp	Q90687	PTN11_CHICK	49.877	405	177	6	1	1194	202	587	6.74E-117	356	Phel_contig_7362
g11907.t1	1537.617569	-3.217725653	0.498890969	-6.449757272	1.12E-10	3.95E-09	1155	915	396	225	2566	2261	2426	188	441	853	147	2577	174	3621	sp	A1Z6E0	GUS_DROME	65.108	278	89	4	19	834	1	276	5.90E-135	385	Phel_contig_148
g11911.t2	1384.124155	-1.92699697	0.781092318	-2.467054054	0.013622979	0.041229451	1202	1837	1014	640	498	1119	2591	1115	417	0	729	2029	1254	2139	sp	Q66T02	PKHG5_MOUSE	32.67	704	395	17	178	2160	87	754	4.96E-94	325	Phel_contig_812
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	40.054	1478	774	18	652	4845	122	1567	0	1010	Phel_contig_22525
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	40.054	1478	774	18	652	4845	122	1567	0	1010	Phel_contig_6239
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	36.019	633	337	14	205	2058	32	611	4.74E-109	336	Phel_contig_22525
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	36.019	633	337	14	205	2058	32	611	4.74E-109	336	Phel_contig_6239
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	42.975	121	68	1	2061	2420	613	733	4.74E-109	84	Phel_contig_22525
g11917.t1	1836.336693	-4.170503473	0.576323907	-7.236388113	4.61E-13	2.63E-11	1657	1634	237	33	1333	1282	4152	118	140	572	226	4109	306	4109	sp	O88281	MEGF6_RAT	42.975	121	68	1	2061	2420	613	733	4.74E-109	84	Phel_contig_6239
g11937.t1	30.32176484	1.148844218	0.356775191	3.220078768	0.001281554	0.005806704	35	16	37	53	24	17	3	46	74	53	39	14	59	8	sp	Q6P8M1	TATD1_MOUSE	65.87	293	96	2	34	912	6	294	5.80E-154	435	Phel_contig_19540
g12032.t1	169.0070831	-2.280035652	0.9260343	-2.462150325	0.013810677	0.04164973	5	2	112	50	147	1024	17	35	35	51	59	36	181	542	sp	Q55E72	PKS1_DICDI	30.425	1318	738	32	1	3501	1	1290	2.77E-160	541	Phel_contig_324
g12032.t1	169.0070831	-2.280035652	0.9260343	-2.462150325	0.013810677	0.04164973	5	2	112	50	147	1024	17	35	35	51	59	36	181	542	sp	Q55E72	PKS1_DICDI	30.425	1318	738	32	1	3501	1	1290	2.77E-160	541	Phel_contig_406
g12037.t1	495.8327578	-0.601734547	0.244431392	-2.461772774	0.013825222	0.041687454	539	639	397	360	400	440	385	532	385	714	485	696	489	380	sp	P54714	TPIS_CANLF	65.726	248	85	0	1	744	1	248	3.07E-124	356	Phel_contig_7888
g12145.t1	1984.941209	-3.924108732	0.602810238	-6.509691579	7.53E-11	2.76E-09	2303	3894	352	254	940	834	5962	413	284	31	347	1934	499	2003	sp	Q6KAR6	EXOC3_MOUSE	24.848	656	395	19	163	2001	124	724	6.57E-48	184	Phel_contig_2379
g12145.t2	672.7958545	-3.225693634	0.886952362	-3.636828506	0.000276016	0.001623654	768	520	321	39	1023	960	1441	25	0	524	29	1740	106	306	sp	Q6KAR6	EXOC3_MOUSE	24.848	656	395	19	109	1947	124	724	3.12E-48	184	Phel_contig_2379
g12149.t1	64.03478944	2.854509835	0.403676628	7.07127844	1.54E-12	7.90E-11	11	32	132	154	11	14	2	103	93	125	154	24	235	3	sp	Q91Z92	B3GT6_MOUSE	49.492	295	142	3	139	1002	31	325	1.12E-107	320	Phel_contig_4963
g12150.t1	22.82691544	2.609061169	0.481537567	5.41818821	6.02E-08	1.07E-06	11	8	46	25	5	5	4	37	33	90	48	5	53	0	sp	Q91Z92	B3GT6_MOUSE	52.431	288	130	2	172	1014	38	325	2.80E-107	319	Phel_contig_4963
g12218.t1	564.9357037	-2.544893126	0.45698549	-5.56887075	2.56E-08	5.01E-07	448	394	183	120	308	551	1027	252	280	248	112	890	214	1474	sp	Q9TUG2	SKI_HORSE	50.689	363	129	10	385	1407	91	425	2.02E-107	344	Phel_contig_2254
g12218.t1	564.9357037	-2.544893126	0.45698549	-5.56887075	2.56E-08	5.01E-07	448	394	183	120	308	551	1027	252	280	248	112	890	214	1474	sp	Q9TUG2	SKI_HORSE	51.515	132	62	2	1528	1923	535	664	5.32E-27	120	Phel_contig_2254
g12233.t1	87.30058818	-5.814729816	1.197931382	-4.853975698	1.21E-06	1.50E-05	1	1	8	0	286	307	1	2	4	0	9	38	2	436	sp	Q8BGC3	MOT12_MOUSE	29.14	477	289	14	37	1347	17	484	6.90E-41	155	Phel_contig_25452
g12243.t1	642.2930582	-1.214420924	0.337808116	-3.595002214	0.000324389	0.001848789	617	498	490	520	375	513	829	598	412	303	407	901	662	1159	sp	Q5ZIJ9	MIB2_CHICK	47.433	974	413	13	1	2721	9	950	0	879	Phel_contig_2495
g12302.t1	4273.587605	-6.014356646	0.404024923	-14.88610309	4.06E-50	2.77E-46	5026	3500	169	103	2675	5402	9092	233	121	132	191	9668	175	9831	sp	Q8K4C0	FMO5_RAT	39.059	489	282	7	49	1482	20	503	1.54E-126	382	Phel_contig_282
g12306.t1	43.49653624	-5.422530856	1.096946217	-4.94329692	7.68E-07	1.00E-05	1	6	7	0	95	155	6	0	0	3	5	28	1	228	sp	Q8JG30	ST1B1_CHICK	29.304	273	169	7	82	846	26	292	3.68E-39	142	Phel_contig_6433
g12329.t1	15.2739803	-2.414736686	0.834512095	-2.893590999	0.003808639	0.014491943	65	14	2	3	2	29	21	8	8	14	0	13	6	1	sp	Q96DM1	PGBD4_HUMAN	24.101	556	327	16	769	2334	86	580	2.51E-32	136	Phel_contig_20850
g12329.t1	15.2739803	-2.414736686	0.834512095	-2.893590999	0.003808639	0.014491943	65	14	2	3	2	29	21	8	8	14	0	13	6	1	sp	Q96DM1	PGBD4_HUMAN	24.101	556	327	16	769	2334	86	580	2.51E-32	136	Phel_contig_24842
g12331.t1	1094.732692	-1.544467394	0.386937247	-3.991519054	6.57E-05	0.000485882	532	2088	396	1284	1309	1414	1063	1067	446	387	557	821	823	1940	sp	Q5ZIJ9	MIB2_CHICK	32.716	810	424	18	1	2130	9	797	1.62E-120	387	Phel_contig_2495
g12401.t1	78.02581649	-2.346383011	0.555456652	-4.224241449	2.40E-05	0.000201224	33	179	29	34	168	326	23	51	30	13	8	47	70	53	sp	P10160	IF5A1_RABIT	57.718	149	63	0	70	516	6	154	7.96E-63	193	Phel_contig_998
g12473.t1	1045.862422	-1.48027421	0.402036884	-3.681936333	0.000231469	0.001398998	1612	869	734	437	390	728	1368	1115	637	643	543	1695	611	1776	sp	Q9W735	PRM1A_DANRE	33.962	795	502	12	151	2508	45	825	2.10E-135	426	Phel_contig_12958
g12607.t1	659.7874932	-2.030255279	0.388962399	-5.21966978	1.79E-07	2.82E-06	986	308	441	181	2366	1013	362	192	190	360	409	779	462	831	sp	Q9W735	PRM1A_DANRE	26.425	579	358	19	100	1725	30	577	1.18E-29	128	Phel_contig_12958
g12608.t1	321.1891943	-2.075851094	0.365178954	-5.684476262	1.31E-08	2.74E-07	475	144	200	92	1152	453	217	141	84	158	173	392	221	388	sp	Q9W735	PRM1A_DANRE	31.754	211	120	5	31	624	622	821	7.02E-21	97.4	Phel_contig_12958
g12704.t1	591.0391079	2.366525909	0.39613735	5.974003491	2.32E-09	5.89E-08	388	100	907	1141	78	256	123	1325	868	1686	1176	95	1460	75	sp	Q9NYB5	SO1C1_HUMAN	29.128	642	428	10	172	2052	43	672	3.93E-84	283	Phel_contig_10782
g12704.t1	591.0391079	2.366525909	0.39613735	5.974003491	2.32E-09	5.89E-08	388	100	907	1141	78	256	123	1325	868	1686	1176	95	1460	75	sp	Q9NYB5	SO1C1_HUMAN	29.128	642	428	10	172	2052	43	672	3.93E-84	283	Phel_contig_12918
g12712.t1	791.2443724	-0.825806009	0.210664829	-3.919999427	8.85E-05	0.00062399	996	848	568	542	958	834	647	926	455	933	676	1131	847	550	sp	Q5EAJ7	MVP_STRPU	46.012	865	426	7	7	2577	12	843	0	769	Phel_contig_3421
g12736.t1	682.9517929	-1.508755728	0.23230224	-6.494796294	8.31E-11	3.01E-09	808	918	607	329	925	882	716	325	313	439	503	958	516	642	sp	Q5ZJK8	TCPH_CHICK	79.658	526	107	0	1	1578	1	526	0	893	Phel_contig_9208
g12898.t1	156.3532933	-1.400005459	0.271721609	-5.152352312	2.57E-07	3.85E-06	136	119	146	84	165	207	161	103	93	70	85	266	170	255	sp	Q504G0	TM127_DANRE	36.486	222	134	3	217	879	22	237	1.15E-40	144	Phel_contig_2682
g12907.t1	2885.571724	-7.407609953	0.585327078	-12.65550533	1.04E-36	1.19E-33	1779	1734	60	8	1410	3507	6505	47	55	29	24	3828	72	10654	sp	Q9VGY6	SKEL1_DROME	35.417	432	263	7	64	1338	29	451	5.88E-83	281	Phel_contig_433
g12907.t1	2885.571724	-7.407609953	0.585327078	-12.65550533	1.04E-36	1.19E-33	1779	1734	60	8	1410	3507	6505	47	55	29	24	3828	72	10654	sp	Q9VGY6	SKEL1_DROME	48.529	204	91	3	1417	1995	550	750	6.56E-52	196	Phel_contig_433
g12908.t1	1844.19255	-5.074002263	0.749514926	-6.769714765	1.29E-11	5.54E-10	4272	351	266	16	2360	5946	2195	85	178	192	27	7320	105	85	sp	Q9BUD6	SPON2_HUMAN	37.662	308	165	5	88	999	35	319	1.54E-66	217	Phel_contig_2739
g12908.t2	716.9932008	-5.267708427	0.76707178	-6.867295295	6.54E-12	3.02E-10	2143	123	137	10	1124	2189	475	23	47	48	11	3021	10	71	sp	Q9BUD6	SPON2_HUMAN	39.597	298	156	6	88	948	35	319	1.90E-69	224	Phel_contig_2739
g12911.t1	165.0819391	-3.014639911	0.777224151	-3.8787265	0.000105005	0.000715563	35	8	22	17	1370	142	64	39	25	23	92	285	118	91	sp	Q9VGY6	SKEL1_DROME	36.623	456	248	12	52	1392	28	451	1.11E-75	261	Phel_contig_433
g12911.t1	165.0819391	-3.014639911	0.777224151	-3.8787265	0.000105005	0.000715563	35	8	22	17	1370	142	64	39	25	23	92	285	118	91	sp	Q9VGY6	SKEL1_DROME	46.154	195	91	4	1423	1974	537	728	4.92E-46	178	Phel_contig_433
g12914.t1	163.2157405	-1.050098287	0.231616922	-4.533771866	5.79E-06	5.89E-05	163	184	111	115	157	161	140	189	145	84	139	326	134	167	sp	P55036	PSMD4_HUMAN	74.719	178	44	1	1	531	1	178	6.21E-86	260	Phel_contig_2339
g12930.t1	802.3677481	-2.300910793	0.312742943	-7.357194917	1.88E-13	1.14E-11	912	451	243	337	1457	1361	1133	232	208	343	428	981	617	1270	sp	Q8IUR6	CRERF_HUMAN	61.538	156	57	2	1234	1695	479	633	8.75E-48	179	Phel_contig_4397
g12943.t1	2428.323689	0.793859124	0.307946494	2.577912529	0.009939916	0.032054192	777	1348	2341	4636	1420	3326	1246	3967	2720	4722	3609	1128	4897	1142	sp	Q98TX3	PDCD4_CHICK	48.736	435	199	9	106	1368	39	463	2.44E-98	306	Phel_contig_3233
g13000.t1	7.19007106	-2.477587807	0.846044697	-2.928436068	0.003406719	0.01323822	4	1	1	2	32	9	4	7	5	0	0	29	5	3	sp	A4IF63	TRIM2_BOVIN	37.818	275	165	5	1273	2091	472	742	3.12E-53	199	Phel_contig_5382
g13000.t1	7.19007106	-2.477587807	0.846044697	-2.928436068	0.003406719	0.01323822	4	1	1	2	32	9	4	7	5	0	0	29	5	3	sp	A4IF63	TRIM2_BOVIN	27.187	320	182	3	46	1005	18	286	4.52E-35	145	Phel_contig_5382
g13001.t1	2284.82009	-2.70431501	0.436412184	-6.196699152	5.77E-10	1.70E-08	3347	1043	1170	525	1386	2648	3775	467	632	934	599	3896	794	5428	sp	Q61824	ADA12_MOUSE	39.175	776	427	14	223	2499	65	812	2.02E-162	504	Phel_contig_1112
g13001.t2	329.591206	-1.931766218	0.541626747	-3.566600486	0.000361642	0.002020518	284	107	102	45	223	381	524	194	96	431	94	696	209	657	sp	Q61824	ADA12_MOUSE	41	700	376	9	223	2295	65	736	1.08E-160	500	Phel_contig_1112
g13004.t1	59.52739112	1.296693968	0.42287658	3.066365059	0.002166786	0.009057846	12	7	83	119	61	27	16	132	61	74	113	23	173	59	sp	Q5MJS3	FA20C_MOUSE	39.045	356	203	7	376	1422	219	567	5.71E-76	252	Phel_contig_5602
g13041.t1	270.3825832	-1.129843395	0.31207685	-3.620401181	0.000294147	0.001707954	397	387	362	168	188	239	233	175	132	193	191	338	215	338	sp	Q969X5	ERGI1_HUMAN	61.092	293	109	3	1	873	1	290	2.20E-128	370	Phel_contig_367
g13042.t1	165.979574	-4.802997867	0.695203753	-6.90876286	4.89E-12	2.28E-10	3	190	7	15	122	167	441	8	22	22	10	409	13	320	sp	Q62767	DUS4_RAT	42.388	335	151	7	52	1047	40	335	1.40E-81	259	Phel_contig_16985
g13047.t1	25.79405918	1.559634465	0.440910605	3.537303137	0.000404235	0.002215556	16	11	23	88	22	15	1	66	38	18	36	15	83	4	sp	Q8BGZ4	CDC23_MOUSE	56.971	581	232	6	40	1761	28	597	0	674	Phel_contig_386
g13051.t1	368.6092847	1.46012477	0.433614453	3.367334186	0.000758987	0.003740385	459	211	865	770	107	137	96	530	604	370	635	89	926	49	sp	O76093	FGF18_HUMAN	36.29	124	75	2	184	552	56	176	5.95E-23	95.5	Phel_contig_3622
g13083.t1	185.7053485	1.144161745	0.242272773	4.722617944	2.33E-06	2.69E-05	65	629	288	378	120	129	60	421	289	195	281	83	379	72	sp	Q29RH4	THOC3_BOVIN	77.389	314	69	2	1	939	38	350	0	518	Phel_contig_2528
g13103.t1	190.2101202	1.630205994	0.246748469	6.60675221	3.93E-11	1.52E-09	109	100	257	416	84	104	44	490	297	218	352	89	519	31	sp	Q4KM79	DUS11_RAT	40.529	227	122	2	187	867	27	240	1.18E-44	161	Phel_contig_401
g13120.t1	4765.924546	-7.112655286	0.549164324	-12.9517796	2.30E-38	3.13E-35	4995	1859	200	18	5482	5530	6385	84	73	82	45	13224	61	16616	sp	P96202	PPSC_MYCTU	38.356	219	131	3	1	651	1618	1834	2.13E-37	144	Phel_contig_18
g13125.t1	442.549688	-1.468541785	0.386333436	-3.801228806	0.00014398	0.000938968	618	300	375	233	251	344	702	325	295	209	253	465	323	753	sp	Q8BJ03	COX15_MOUSE	58.809	403	159	4	64	1263	15	413	1.46E-147	428	Phel_contig_13686
g13143.t1	409.483974	3.526220524	0.401847262	8.775026867	1.71E-18	2.57E-16	81	82	551	1415	67	48	51	1066	669	1342	621	25	809	17	sp	Q28FF3	S49A3_XENTR	36.162	495	243	11	28	1392	6	467	1.95E-67	226	Phel_contig_13974
g13145.t1	35.12662859	4.016226878	0.665705379	6.033039551	1.61E-09	4.28E-08	0	8	49	87	14	3	0	130	60	96	58	1	102	0	sp	P08594	AQL1_THEAQ	45.932	381	176	9	73	1188	37	396	1.43E-78	254	Phel_contig_25210
g13170.t1	139.2236008	-1.440882686	0.388771131	-3.706249181	0.000210351	0.001290025	114	71	142	79	171	90	215	105	62	69	60	299	135	171	sp	Q90673	PRLD1_CHICK	49.102	167	83	2	4	498	3	169	6.37E-54	174	Phel_contig_4200
g13177.t1	1071.705633	-0.713451976	0.257141545	-2.774549625	0.00552782	0.019738357	1601	1677	1062	690	781	1051	474	846	870	1036	1225	1221	1252	1127	sp	P05708	HXK1_RAT	53.196	438	191	6	7	1290	467	900	4.06E-139	424	Phel_contig_2775
g13177.t1	1071.705633	-0.713451976	0.257141545	-2.774549625	0.00552782	0.019738357	1601	1677	1062	690	781	1051	474	846	870	1036	1225	1221	1252	1127	sp	P05708	HXK1_RAT	47.706	436	212	6	16	1290	22	452	1.38E-120	376	Phel_contig_2775
g13193.t1	272.246167	-1.56480598	0.253359067	-6.176238335	6.56E-10	1.91E-08	475	393	179	144	246	294	298	227	177	140	142	351	170	257	sp	Q0VD26	MORN4_BOVIN	60	140	56	0	10	429	5	144	1.13E-58	181	Phel_contig_8476
g13196.t1	111.0381914	4.022871966	0.380073746	10.58445107	3.52E-26	1.47E-23	20	18	165	432	5	5	4	323	147	212	194	16	397	9	sp	Q8BGC3	MOT12_MOUSE	22.293	471	323	9	46	1446	6	437	6.31E-28	120	Phel_contig_25452
g13229.t1	473.3212979	-2.098094437	0.316468374	-6.629712828	3.36E-11	1.32E-09	499	276	215	181	613	558	803	202	158	254	229	969	321	554	sp	Q0P4S0	LST2_XENTR	67.692	260	84	0	1	780	2	261	1.79E-117	387	Phel_contig_13542
g13229.t1	473.3212979	-2.098094437	0.316468374	-6.629712828	3.36E-11	1.32E-09	499	276	215	181	613	558	803	202	158	254	229	969	321	554	sp	Q0P4S0	LST2_XENTR	67.123	73	24	0	2908	3126	872	944	5.51E-28	125	Phel_contig_13542
g13333.t1	467.7804842	-1.891600287	0.378844261	-4.993081547	5.94E-07	7.99E-06	396	198	233	212	509	410	588	301	288	195	203	821	281	1194	sp	Q9Y223	GLCNE_HUMAN	63.866	714	257	1	166	2304	9	722	0	893	Phel_contig_13040
g13333.t1	467.7804842	-1.891600287	0.378844261	-4.993081547	5.94E-07	7.99E-06	396	198	233	212	509	410	588	301	288	195	203	821	281	1194	sp	Q9Y223	GLCNE_HUMAN	63.866	714	257	1	166	2304	9	722	0	893	Phel_contig_16229
g13365.t2	254.4253281	-2.766411919	0.510054284	-5.423759797	5.84E-08	1.04E-06	252	132	72	95	212	360	454	132	84	6	75	412	115	577	sp	E1BK52	STK10_BOVIN	63.063	333	119	1	1	999	1	329	4.62E-148	448	Phel_contig_6649
g13381.t1	1511.917138	-1.406172937	0.42197162	-3.332387469	0.000861043	0.004178854	2629	3602	1402	696	626	984	1635	841	607	1089	1229	1657	1222	1042	sp	Q9D2Y4	MLKL_MOUSE	33.992	253	154	5	634	1365	197	445	4.08E-30	125	Phel_contig_5862
g13383.t1	313.8672126	-1.000283737	0.368550114	-2.714105084	0.006645508	0.023049847	86	463	197	205	377	421	355	286	188	398	163	448	394	238	sp	O95786	RIGI_HUMAN	30.074	951	519	30	178	2853	51	914	2.67E-102	345	Phel_contig_8135
g13383.t2	499.5785265	-1.410302946	0.338582637	-4.165313843	3.11E-05	0.000253079	304	807	307	325	519	379	619	379	141	393	263	738	635	668	sp	O95786	RIGI_HUMAN	29.316	979	511	29	190	2940	55	914	1.52E-98	335	Phel_contig_8135
g13395.t1	138.8090635	1.621855234	0.192498411	8.42529155	3.60E-17	4.28E-15	52	74	233	271	61	54	23	270	225	196	319	75	302	71	sp	O94903	PLPHP_HUMAN	54.579	273	117	3	40	858	10	275	3.66E-104	308	Phel_contig_1968
g13396.t1	685.6658672	-2.574499365	0.417558713	-6.165598481	7.02E-10	2.04E-08	714	1239	490	105	558	667	953	227	121	313	161	1583	234	919	sp	Q3ZCH0	GRP75_BOVIN	85.113	618	92	0	142	1995	43	660	0	1050	Phel_contig_3275
g13403.t1	298.9546429	-2.018030899	0.432637942	-4.664479708	3.09E-06	3.43E-05	176	202	171	121	228	217	329	153	141	58	131	843	282	764	sp	Q9JI08	BIN3_MOUSE	41.176	204	117	2	112	720	52	253	1.64E-43	150	Phel_contig_4770
g13424.t1	504.5192539	-2.197856174	0.44369776	-4.953498469	7.29E-07	9.57E-06	571	772	423	119	391	433	811	167	198	331	109	826	130	700	sp	Q9GR88	ERF1_POLMI	88.095	420	50	0	16	1275	5	424	0	785	Phel_contig_1317
g13547.t1	88.71687448	1.432864943	0.300315449	4.771199578	1.83E-06	2.17E-05	41	46	148	135	42	60	10	147	83	125	138	49	421	48	sp	P49585	PCY1A_HUMAN	59.871	309	115	4	4	918	7	310	7.44E-118	348	Phel_contig_3737
g13557.t1	104.0375766	2.558858235	0.315402464	8.112993794	4.94E-16	4.70E-14	57	17	266	264	35	26	11	192	172	124	193	20	360	17	sp	Q503Y7	PIN4_DANRE	84.375	96	15	0	160	447	33	128	1.49E-56	176	Phel_contig_3484
g1358.t1	3443.046809	2.126027872	0.586533081	3.624736508	0.000289256	0.001686998	261	1165	1540	4439	638	4536	231	11967	4377	8601	5939	504	14274	844	sp	Q9U943	APLP_LOCMI	29.26	581	351	22	5062	6720	2808	3356	8.88E-56	220	Phel_contig_570
g1358.t1	3443.046809	2.126027872	0.586533081	3.624736508	0.000289256	0.001686998	261	1165	1540	4439	638	4536	231	11967	4377	8601	5939	504	14274	844	sp	Q9U943	APLP_LOCMI	29.26	581	351	22	5062	6720	2808	3356	8.88E-56	220	Phel_contig_714
g1359.t1	828.2945093	1.81857092	0.614676598	2.958581678	0.003090583	0.012194936	77	279	320	1060	185	1364	47	2555	929	1936	1387	134	3729	268	sp	Q9U943	APLP_LOCMI	25.592	1141	689	33	22	3342	11	1025	7.62E-88	318	Phel_contig_570
g1359.t1	828.2945093	1.81857092	0.614676598	2.958581678	0.003090583	0.012194936	77	279	320	1060	185	1364	47	2555	929	1936	1387	134	3729	268	sp	Q9U943	APLP_LOCMI	25.592	1141	689	33	22	3342	11	1025	7.62E-88	318	Phel_contig_714
g13605.t1	61.48749394	0.893747035	0.255004518	3.504828238	0.000456902	0.002447851	30	29	65	92	65	31	11	118	90	92	111	44	134	54	sp	Q5PRC1	LHPL6_DANRE	42.786	201	106	4	1	579	1	200	3.69E-55	176	Phel_contig_14636
g13717.t1	6.563969974	-2.3941111	0.825863824	-2.898917511	0.003744534	0.014279872	1	19	2	2	20	14	4	0	6	0	2	10	7	1	sp	P46023	GR101_LYMST	35.043	468	264	8	3439	4833	612	1042	5.21E-66	249	Phel_contig_15446
g13735.t1	37.09701265	0.827375613	0.271203874	3.050751457	0.002282694	0.009451666	16	29	44	65	40	25	12	38	56	60	67	16	83	22	sp	Q8BHR2	ENOX1_MOUSE	36.061	330	188	4	286	1209	55	383	3.72E-46	176	Phel_contig_3540
g1377.t1	527.9717892	-1.245374576	0.272573742	-4.568945506	4.90E-06	5.12E-05	498	451	461	342	458	737	547	432	298	181	458	1129	577	533	sp	P54725	RD23A_HUMAN	41.912	408	172	8	1	1176	3	361	8.91E-76	242	Phel_contig_5239
g13781.t1	813.6954971	-1.008910769	0.228572217	-4.41396939	1.01E-05	9.53E-05	862	1031	792	522	699	761	717	672	393	690	701	1297	920	921	sp	P81134	RENR_BOVIN	35.977	353	215	7	52	1095	5	351	8.90E-62	204	Phel_contig_2855
g13785.t1	809.8776815	-1.205036337	0.3787197	-3.18186864	0.001463282	0.006521846	685	580	542	521	495	715	1074	540	458	864	496	2440	822	543	sp	Q9QYM0	MRP5_RAT	50.056	893	371	11	1579	4107	564	1431	0	839	Phel_contig_3494
g13785.t1	809.8776815	-1.205036337	0.3787197	-3.18186864	0.001463282	0.006521846	685	580	542	521	495	715	1074	540	458	864	496	2440	822	543	sp	Q9QYM0	MRP5_RAT	31.852	405	218	9	214	1281	90	485	2.82E-47	189	Phel_contig_3494
g13850.t2	116.4065785	2.680679549	0.557093927	4.811898712	1.50E-06	1.80E-05	0	7	112	254	33	52	18	282	247	231	309	69	330	19	sp	Q8WVM7	STAG1_HUMAN	57.846	975	366	8	151	2949	82	1053	0	1078	Phel_contig_14779
g13858.t1	351.3400674	-1.282032232	0.219940558	-5.828994188	5.58E-09	1.28E-07	340	407	308	236	421	372	394	303	215	234	187	539	274	372	sp	Q8BKC5	IPO5_MOUSE	55.128	390	172	1	1	1161	707	1096	1.15E-154	467	Phel_contig_3549
g13859.t1	155.7903814	-0.991070598	0.280705612	-3.530640484	0.000414555	0.00225821	140	164	139	103	181	142	151	110	86	215	82	220	157	191	sp	Q8BKC5	IPO5_MOUSE	70.739	352	103	0	34	1089	334	685	0	538	Phel_contig_3549
g13860.t1	148.3906107	-1.116667421	0.228069986	-4.896161227	9.77E-07	1.25E-05	162	165	152	102	198	156	152	137	110	92	98	178	104	153	sp	Q8BKC5	IPO5_MOUSE	49.485	291	137	2	10	882	7	287	8.20E-86	282	Phel_contig_3549
g1389.t1	95.32349814	-4.365891344	1.135126761	-3.846170749	0.000119978	0.000802784	6	7	38	3	57	338	5	1	12	12	2	15	0	639	sp	P54802	ANAG_HUMAN	44.355	744	357	10	160	2373	42	734	0	635	Phel_contig_12343
g13921.t1	653.2152273	-1.305232798	0.288165017	-4.529463057	5.91E-06	5.99E-05	699	647	387	460	538	567	860	563	422	246	431	1185	866	707	sp	P24928	RPB1_HUMAN	73.51	151	37	3	1	447	1412	1561	4.84E-49	186	Phel_contig_538
g13922.t1	1233.647324	-1.069450264	0.217878176	-4.908478148	9.18E-07	1.18E-05	1196	1259	774	973	1148	1175	1390	1157	870	910	783	1920	1570	1369	sp	P08775	RPB1_MOUSE	79.008	1391	290	1	19	4191	10	1398	0	2365	Phel_contig_8954
g13928.t1	20.59704851	2.350694261	0.401892434	5.849063239	4.94E-09	1.15E-07	7	2	50	51	7	9	1	26	33	37	30	4	79	11	sp	Q8BX05	GLPK5_MOUSE	49.63	135	65	2	1	402	399	531	1.14E-28	112	Phel_contig_15233
